Age,City,Amount,Transaction_Type,Account_Balance,Time,Device,Fraud
42,Delhi,32109,Transfer,57482,Evening,Laptop,1
65,Mumbai,16658,Transfer,78114,Evening,Desktop,0
30,Bangalore,17818,Payment,92114,Night,Mobile,0
26,Bangalore,16805,Transfer,2815,Morning,Mobile,0
30,Mumbai,22182,Shopping,93256,Afternoon,Desktop,0
48,Chennai,12442,Transfer,97767,Morning,Laptop,0
58,Mumbai,12339,Shopping,98869,Morning,Laptop,0
28,Mumbai,46722,Payment,12920,Night,Laptop,1
21,Chennai,46765,Withdrawal,18812,Afternoon,Laptop,0
51,Chennai,32374,Shopping,21895,Morning,Mobile,0
55,Delhi,11519,Withdrawal,40801,Afternoon,Desktop,0
63,Delhi,42932,Payment,47472,Morning,Desktop,0
21,Chennai,15103,Shopping,63794,Night,Desktop,0
55,Bangalore,30966,Shopping,81353,Afternoon,Laptop,0
36,Bangalore,22088,Transfer,48725,Morning,Laptop,0
23,Mumbai,43127,Shopping,83004,Evening,Desktop,0
51,Hyderabad,25008,Payment,23354,Afternoon,Mobile,0
35,Mumbai,5774,Withdrawal,71280,Night,Laptop,1
30,Mumbai,5102,Shopping,31429,Evening,Mobile,0
58,Hyderabad,27667,Payment,57603,Afternoon,Desktop,0
40,Chennai,1010,Payment,64120,Afternoon,Laptop,0
36,Bangalore,29172,Shopping,90090,Afternoon,Mobile,0
62,Mumbai,33817,Transfer,84624,Afternoon,Laptop,1
28,Hyderabad,21909,Shopping,45090,Morning,Desktop,0
18,Delhi,26751,Shopping,73054,Morning,Desktop,0
41,Mumbai,44391,Transfer,11121,Afternoon,Desktop,1
24,Bangalore,44089,Payment,1473,Night,Mobile,0
42,Chennai,16584,Shopping,59286,Morning,Laptop,0
38,Mumbai,4746,Transfer,37597,Afternoon,Laptop,0
32,Mumbai,39813,Withdrawal,34745,Afternoon,Laptop,0
18,Hyderabad,2500,Withdrawal,65711,Night,Desktop,0
29,Delhi,44431,Transfer,55341,Night,Mobile,1
24,Delhi,22285,Payment,25846,Night,Desktop,0
32,Chennai,18827,Transfer,72480,Evening,Desktop,0
38,Bangalore,33220,Payment,90917,Afternoon,Mobile,0
36,Chennai,48357,Withdrawal,49653,Night,Desktop,0
46,Mumbai,1118,Shopping,90882,Afternoon,Desktop,0
42,Mumbai,17663,Transfer,77442,Morning,Laptop,0
50,Delhi,5293,Withdrawal,91475,Afternoon,Mobile,0
66,Bangalore,15801,Shopping,6472,Afternoon,Mobile,0
49,Hyderabad,3636,Withdrawal,48563,Evening,Laptop,0
66,Bangalore,48317,Transfer,65988,Morning,Mobile,1
52,Mumbai,44710,Transfer,57555,Morning,Laptop,1
61,Hyderabad,18986,Shopping,64866,Evening,Desktop,0
55,Bangalore,36687,Transfer,11431,Night,Mobile,1
43,Bangalore,29510,Withdrawal,8202,Night,Mobile,0
28,Hyderabad,33844,Shopping,85334,Afternoon,Desktop,0
52,Mumbai,38765,Shopping,22040,Evening,Desktop,0
25,Bangalore,16057,Withdrawal,57950,Night,Mobile,0
63,Hyderabad,48227,Payment,98076,Morning,Mobile,0
31,Mumbai,46108,Shopping,65752,Evening,Mobile,0
27,Hyderabad,32975,Payment,47404,Night,Laptop,1
19,Hyderabad,48392,Withdrawal,52820,Morning,Mobile,0
63,Bangalore,1726,Withdrawal,31500,Evening,Mobile,0
26,Mumbai,25379,Shopping,95841,Afternoon,Desktop,0
20,Bangalore,6329,Transfer,3099,Afternoon,Desktop,0
38,Chennai,6977,Shopping,88136,Morning,Laptop,0
43,Chennai,33742,Transfer,96545,Night,Desktop,1
25,Mumbai,38411,Payment,85219,Night,Mobile,0
65,Hyderabad,32456,Transfer,56665,Evening,Mobile,1
19,Bangalore,3909,Shopping,59355,Morning,Laptop,0
23,Bangalore,43471,Transfer,518,Night,Desktop,1
45,Mumbai,34975,Withdrawal,1358,Afternoon,Desktop,0
46,Mumbai,44613,Payment,26492,Morning,Desktop,0
43,Chennai,9565,Withdrawal,33080,Afternoon,Laptop,0
42,Delhi,659,Withdrawal,71416,Morning,Desktop,0
29,Mumbai,8408,Withdrawal,36300,Evening,Desktop,0
22,Delhi,21453,Withdrawal,59270,Night,Desktop,0
51,Mumbai,15350,Transfer,55441,Night,Mobile,0
65,Hyderabad,46123,Withdrawal,84951,Night,Laptop,1
54,Hyderabad,35914,Transfer,37987,Afternoon,Mobile,1
32,Chennai,46724,Withdrawal,13443,Night,Laptop,1
61,Chennai,16527,Shopping,61957,Morning,Desktop,0
53,Delhi,33376,Withdrawal,19336,Afternoon,Mobile,0
32,Mumbai,6207,Shopping,11894,Evening,Desktop,0
60,Bangalore,13576,Transfer,72658,Afternoon,Desktop,0
65,Chennai,3539,Payment,25780,Evening,Laptop,0
40,Bangalore,20412,Transfer,77818,Afternoon,Desktop,0
23,Bangalore,21895,Payment,1659,Night,Mobile,0
63,Mumbai,13236,Payment,70662,Evening,Laptop,0
67,Delhi,14267,Withdrawal,23940,Night,Laptop,1
61,Mumbai,17400,Payment,77666,Afternoon,Mobile,0
60,Chennai,17282,Transfer,53212,Evening,Desktop,0
62,Bangalore,5071,Withdrawal,48156,Morning,Desktop,0
38,Mumbai,27009,Payment,7089,Morning,Desktop,0
40,Mumbai,19759,Transfer,48741,Afternoon,Desktop,0
60,Mumbai,31503,Payment,23733,Evening,Desktop,0
33,Chennai,48751,Payment,35511,Morning,Laptop,0
64,Delhi,33686,Withdrawal,8677,Night,Laptop,1
32,Mumbai,10460,Withdrawal,35028,Night,Mobile,0
42,Chennai,21524,Transfer,61851,Afternoon,Desktop,0
53,Bangalore,32599,Withdrawal,92408,Night,Desktop,0
28,Hyderabad,44795,Withdrawal,57331,Night,Desktop,0
68,Chennai,48891,Shopping,52327,Night,Mobile,0
32,Hyderabad,3165,Shopping,24008,Morning,Desktop,0
21,Mumbai,3359,Transfer,55433,Evening,Laptop,0
38,Mumbai,12400,Withdrawal,81001,Afternoon,Desktop,0
30,Chennai,33470,Transfer,69272,Evening,Mobile,1
39,Hyderabad,4395,Shopping,16111,Evening,Laptop,0
36,Mumbai,27309,Shopping,22782,Evening,Laptop,0
51,Bangalore,42851,Shopping,41503,Morning,Laptop,0
31,Delhi,36395,Transfer,81865,Night,Desktop,1
21,Delhi,21027,Withdrawal,74716,Afternoon,Mobile,0
65,Mumbai,34679,Payment,11840,Evening,Mobile,0
69,Hyderabad,44971,Withdrawal,97129,Night,Desktop,0
63,Mumbai,9132,Transfer,87143,Morning,Mobile,0
44,Hyderabad,27818,Shopping,75184,Evening,Laptop,0
46,Bangalore,12977,Payment,83535,Night,Laptop,1
64,Hyderabad,40831,Transfer,18665,Morning,Mobile,1
45,Mumbai,48092,Shopping,91262,Night,Mobile,0
52,Bangalore,26766,Transfer,18760,Afternoon,Desktop,0
25,Chennai,41784,Payment,55015,Night,Desktop,0
33,Delhi,6866,Shopping,90952,Night,Desktop,0
59,Mumbai,22929,Withdrawal,30980,Afternoon,Desktop,0
53,Mumbai,20321,Transfer,53027,Afternoon,Desktop,0
47,Mumbai,25202,Payment,60289,Night,Desktop,0
35,Bangalore,34533,Withdrawal,52402,Afternoon,Laptop,0
19,Chennai,16032,Payment,32691,Night,Mobile,0
66,Hyderabad,25814,Transfer,59988,Evening,Desktop,0
30,Chennai,39843,Payment,75582,Night,Laptop,1
21,Bangalore,2652,Shopping,36544,Morning,Mobile,0
43,Mumbai,46087,Payment,50100,Afternoon,Mobile,0
42,Delhi,14374,Transfer,87957,Evening,Mobile,0
47,Mumbai,45480,Shopping,49276,Afternoon,Desktop,0
28,Hyderabad,29350,Payment,13336,Afternoon,Desktop,0
24,Delhi,2908,Payment,75025,Afternoon,Desktop,0
48,Mumbai,43958,Shopping,53148,Morning,Mobile,0
61,Delhi,45128,Withdrawal,14240,Morning,Mobile,0
27,Chennai,15395,Withdrawal,96216,Night,Laptop,1
56,Bangalore,47705,Shopping,13602,Morning,Laptop,0
30,Mumbai,14769,Payment,81393,Afternoon,Laptop,0
48,Hyderabad,10623,Withdrawal,51834,Evening,Laptop,0
24,Chennai,45630,Shopping,30755,Evening,Mobile,0
66,Mumbai,13869,Transfer,25721,Evening,Desktop,0
59,Chennai,46599,Payment,63765,Afternoon,Desktop,0
59,Hyderabad,44745,Transfer,1219,Morning,Desktop,1
53,Mumbai,25307,Payment,83942,Evening,Desktop,0
37,Hyderabad,35324,Withdrawal,23640,Afternoon,Laptop,0
21,Delhi,25657,Transfer,56279,Afternoon,Mobile,0
24,Hyderabad,38291,Transfer,1569,Evening,Desktop,1
18,Delhi,14346,Shopping,55214,Evening,Mobile,0
61,Mumbai,12946,Withdrawal,73785,Night,Laptop,1
62,Delhi,37185,Withdrawal,13435,Night,Laptop,1
59,Mumbai,45503,Payment,44535,Afternoon,Desktop,0
64,Mumbai,13570,Shopping,96756,Night,Desktop,0
30,Bangalore,13276,Shopping,28437,Night,Laptop,1
39,Mumbai,41981,Payment,19040,Evening,Laptop,0
38,Delhi,13646,Transfer,73980,Night,Mobile,0
39,Bangalore,6905,Payment,49202,Afternoon,Laptop,0
45,Bangalore,16888,Payment,78783,Evening,Mobile,0
26,Mumbai,29448,Payment,76541,Night,Laptop,1
43,Hyderabad,8180,Shopping,77733,Night,Mobile,0
26,Hyderabad,35986,Payment,37407,Night,Laptop,1
32,Bangalore,23864,Payment,15721,Morning,Laptop,0
27,Mumbai,6730,Payment,55281,Night,Mobile,0
41,Hyderabad,33433,Withdrawal,7587,Night,Mobile,0
59,Mumbai,15801,Transfer,87498,Afternoon,Desktop,0
25,Mumbai,14959,Transfer,23289,Night,Desktop,0
41,Bangalore,21283,Transfer,56523,Morning,Laptop,0
33,Bangalore,40538,Transfer,33900,Evening,Laptop,1
66,Chennai,31849,Shopping,2699,Night,Mobile,0
43,Hyderabad,31987,Shopping,47816,Night,Laptop,1
44,Hyderabad,42344,Payment,87773,Afternoon,Desktop,0
54,Hyderabad,8876,Shopping,52562,Night,Mobile,0
21,Delhi,15121,Transfer,72109,Night,Laptop,1
67,Mumbai,4427,Withdrawal,17244,Night,Mobile,0
41,Bangalore,48143,Payment,76595,Night,Desktop,0
36,Hyderabad,7714,Payment,56017,Evening,Desktop,0
53,Chennai,1345,Transfer,98731,Afternoon,Desktop,0
56,Hyderabad,41111,Transfer,49365,Evening,Laptop,1
27,Mumbai,10455,Transfer,74437,Morning,Laptop,0
42,Mumbai,33405,Shopping,77695,Night,Laptop,1
35,Bangalore,48792,Payment,14394,Morning,Laptop,0
36,Delhi,49104,Transfer,29660,Evening,Laptop,1
53,Bangalore,49792,Withdrawal,53595,Morning,Laptop,0
27,Hyderabad,29814,Payment,29772,Night,Desktop,0
50,Chennai,17298,Payment,54521,Morning,Desktop,0
67,Bangalore,1515,Shopping,90548,Evening,Laptop,0
22,Delhi,43898,Payment,34145,Night,Desktop,0
64,Bangalore,1752,Transfer,21679,Afternoon,Mobile,0
66,Mumbai,43725,Transfer,11191,Evening,Laptop,1
52,Hyderabad,20546,Withdrawal,82146,Night,Mobile,0
61,Hyderabad,18840,Payment,45811,Afternoon,Laptop,0
51,Hyderabad,3910,Payment,95881,Morning,Laptop,0
50,Hyderabad,16669,Shopping,39538,Morning,Desktop,0
38,Hyderabad,34419,Transfer,25467,Morning,Mobile,1
34,Hyderabad,13684,Withdrawal,28978,Night,Desktop,0
39,Chennai,26883,Transfer,56275,Morning,Laptop,0
65,Delhi,33629,Payment,71124,Morning,Mobile,0
54,Hyderabad,12611,Payment,40832,Afternoon,Laptop,0
32,Delhi,9571,Withdrawal,7566,Afternoon,Desktop,0
52,Hyderabad,45335,Payment,39813,Afternoon,Laptop,0
45,Bangalore,6263,Withdrawal,68357,Night,Laptop,1
24,Hyderabad,16165,Withdrawal,46400,Evening,Desktop,0
49,Mumbai,44754,Transfer,90569,Morning,Laptop,1
28,Chennai,18020,Withdrawal,90545,Morning,Mobile,0
27,Bangalore,39069,Payment,41598,Night,Desktop,0
26,Bangalore,48448,Shopping,8794,Morning,Laptop,0
31,Mumbai,19254,Shopping,63080,Night,Desktop,0
30,Hyderabad,40267,Payment,38601,Night,Laptop,1
42,Chennai,20329,Shopping,25559,Night,Desktop,0
19,Bangalore,49813,Shopping,97284,Evening,Desktop,0
52,Chennai,27097,Withdrawal,41126,Night,Mobile,0
24,Bangalore,21201,Shopping,21203,Evening,Desktop,0
38,Hyderabad,40491,Shopping,61917,Evening,Mobile,0
35,Bangalore,10427,Shopping,59728,Morning,Desktop,0
20,Bangalore,7287,Transfer,3705,Afternoon,Desktop,0
59,Delhi,29785,Payment,35429,Evening,Laptop,0
56,Hyderabad,35048,Withdrawal,83884,Evening,Laptop,0
58,Mumbai,34828,Shopping,33911,Afternoon,Laptop,0
66,Mumbai,38021,Payment,81022,Evening,Desktop,0
28,Hyderabad,7135,Shopping,12128,Afternoon,Desktop,0
56,Mumbai,11571,Transfer,70589,Morning,Mobile,0
41,Hyderabad,28560,Transfer,7018,Night,Mobile,0
63,Mumbai,21171,Shopping,38991,Afternoon,Mobile,0
36,Delhi,682,Shopping,8446,Night,Laptop,1
21,Mumbai,48382,Shopping,1110,Afternoon,Laptop,0
43,Bangalore,26289,Transfer,70338,Night,Mobile,0
55,Hyderabad,15631,Transfer,34811,Morning,Desktop,0
59,Chennai,16772,Payment,42376,Evening,Laptop,0
49,Chennai,40847,Withdrawal,80692,Morning,Laptop,0
56,Hyderabad,20343,Withdrawal,50833,Evening,Mobile,0
62,Delhi,3160,Transfer,51798,Night,Laptop,1
63,Mumbai,13831,Withdrawal,84692,Night,Mobile,0
53,Delhi,12394,Shopping,42311,Evening,Laptop,0
57,Chennai,20819,Payment,70572,Afternoon,Desktop,0
54,Hyderabad,47142,Transfer,43474,Morning,Desktop,1
50,Hyderabad,49216,Transfer,20356,Afternoon,Laptop,1
53,Delhi,26425,Withdrawal,45330,Night,Mobile,0
20,Delhi,22697,Shopping,82483,Morning,Laptop,0
26,Mumbai,2003,Payment,46323,Morning,Mobile,0
25,Bangalore,14651,Withdrawal,99363,Afternoon,Laptop,0
50,Bangalore,27851,Transfer,74897,Evening,Desktop,0
23,Mumbai,24378,Transfer,86314,Evening,Desktop,0
58,Bangalore,25753,Withdrawal,67578,Morning,Laptop,0
56,Chennai,15241,Shopping,68451,Evening,Laptop,0
21,Bangalore,2477,Payment,13405,Night,Laptop,1
30,Mumbai,33715,Payment,22101,Afternoon,Desktop,0
66,Bangalore,47248,Payment,87599,Afternoon,Desktop,0
19,Hyderabad,27552,Payment,41455,Afternoon,Mobile,0
22,Delhi,22825,Shopping,72679,Morning,Laptop,0
61,Chennai,9624,Transfer,48935,Morning,Laptop,0
44,Hyderabad,48099,Transfer,24544,Evening,Desktop,1
49,Hyderabad,11798,Payment,11746,Afternoon,Laptop,0
38,Mumbai,43439,Payment,2958,Night,Mobile,0
25,Delhi,21275,Payment,59007,Night,Laptop,1
55,Delhi,12414,Withdrawal,6528,Afternoon,Desktop,0
25,Chennai,44297,Withdrawal,52401,Morning,Laptop,0
67,Mumbai,2465,Transfer,6806,Morning,Desktop,0
20,Chennai,32117,Transfer,28178,Morning,Mobile,1
61,Bangalore,32226,Payment,90944,Night,Mobile,0
20,Hyderabad,43472,Withdrawal,12863,Afternoon,Laptop,0
39,Chennai,44234,Shopping,14566,Night,Laptop,1
23,Hyderabad,37923,Withdrawal,64304,Afternoon,Desktop,0
19,Mumbai,5722,Transfer,49044,Night,Mobile,0
40,Bangalore,30640,Withdrawal,98747,Night,Mobile,0
61,Mumbai,49624,Transfer,689,Evening,Mobile,1
19,Bangalore,40651,Payment,12252,Night,Mobile,0
55,Bangalore,2049,Shopping,7982,Afternoon,Laptop,0
34,Hyderabad,49496,Payment,17179,Night,Laptop,1
52,Mumbai,42900,Payment,90588,Evening,Desktop,0
51,Mumbai,32012,Shopping,1299,Evening,Mobile,0
40,Chennai,32261,Shopping,91417,Afternoon,Laptop,0
47,Mumbai,44487,Shopping,10434,Evening,Laptop,0
69,Chennai,16608,Transfer,58058,Evening,Mobile,0
25,Delhi,45692,Payment,59723,Morning,Laptop,0
39,Delhi,43813,Transfer,85120,Afternoon,Desktop,1
61,Delhi,2019,Shopping,42056,Evening,Desktop,0
53,Mumbai,42695,Transfer,10409,Evening,Mobile,1
22,Mumbai,9717,Shopping,91967,Evening,Desktop,0
30,Chennai,9832,Withdrawal,91904,Afternoon,Laptop,0
46,Bangalore,33398,Shopping,44058,Morning,Desktop,0
48,Chennai,40717,Payment,79882,Night,Laptop,1
64,Delhi,7029,Payment,88293,Morning,Mobile,0
33,Chennai,37217,Payment,28513,Afternoon,Mobile,0
59,Bangalore,14556,Transfer,23375,Afternoon,Laptop,0
47,Mumbai,44163,Payment,90753,Afternoon,Laptop,0
33,Chennai,21240,Shopping,11908,Night,Desktop,0
29,Delhi,18285,Withdrawal,36107,Afternoon,Laptop,0
34,Delhi,38024,Payment,62184,Morning,Mobile,0
33,Mumbai,24340,Transfer,36781,Evening,Laptop,0
29,Chennai,21945,Withdrawal,27826,Evening,Desktop,0
25,Bangalore,9328,Payment,14101,Afternoon,Desktop,0
37,Mumbai,21786,Payment,1635,Afternoon,Laptop,0
20,Chennai,12020,Withdrawal,23241,Night,Desktop,0
33,Hyderabad,7532,Payment,12413,Evening,Desktop,0
47,Delhi,45071,Transfer,10601,Night,Mobile,1
62,Bangalore,6289,Shopping,19131,Night,Laptop,1
40,Bangalore,28139,Shopping,72584,Night,Mobile,0
45,Bangalore,34010,Withdrawal,37370,Night,Mobile,0
68,Delhi,30326,Shopping,49485,Morning,Desktop,0
57,Chennai,7714,Payment,27715,Afternoon,Mobile,0
22,Mumbai,47121,Payment,62610,Afternoon,Laptop,0
37,Chennai,21324,Transfer,19715,Night,Laptop,1
57,Mumbai,18113,Shopping,91618,Night,Laptop,1
61,Bangalore,21546,Withdrawal,14524,Morning,Mobile,0
18,Chennai,39773,Payment,77449,Night,Laptop,1
47,Bangalore,37757,Withdrawal,82355,Morning,Laptop,0
38,Hyderabad,4939,Payment,85482,Morning,Mobile,0
37,Bangalore,36825,Payment,45983,Night,Mobile,0
23,Bangalore,30303,Transfer,98072,Afternoon,Mobile,1
39,Mumbai,657,Shopping,78657,Morning,Mobile,0
35,Hyderabad,30766,Transfer,11011,Afternoon,Desktop,1
25,Bangalore,37489,Shopping,20423,Afternoon,Mobile,0
56,Bangalore,47800,Withdrawal,11058,Morning,Mobile,0
49,Hyderabad,33707,Shopping,98271,Evening,Laptop,0
50,Hyderabad,24678,Withdrawal,1026,Morning,Laptop,0
33,Chennai,9343,Payment,2253,Evening,Mobile,0
29,Mumbai,9696,Withdrawal,26748,Morning,Mobile,0
55,Hyderabad,7098,Withdrawal,15156,Morning,Mobile,0
69,Hyderabad,10229,Payment,23766,Afternoon,Laptop,0
51,Delhi,610,Withdrawal,65055,Afternoon,Laptop,0
31,Hyderabad,11696,Withdrawal,63495,Night,Mobile,0
53,Mumbai,13074,Payment,76256,Afternoon,Laptop,0
50,Bangalore,1237,Payment,84074,Afternoon,Laptop,0
40,Bangalore,46568,Payment,78777,Afternoon,Mobile,0
67,Bangalore,27997,Shopping,70877,Afternoon,Laptop,0
62,Bangalore,4766,Payment,96611,Night,Mobile,0
19,Delhi,9006,Payment,65902,Afternoon,Desktop,0
58,Hyderabad,21918,Withdrawal,54676,Evening,Desktop,0
38,Bangalore,43346,Transfer,42233,Evening,Desktop,1
19,Chennai,2754,Transfer,14918,Night,Laptop,1
44,Bangalore,33858,Shopping,37685,Afternoon,Desktop,0
26,Hyderabad,24304,Shopping,42245,Evening,Laptop,0
18,Bangalore,35028,Transfer,93917,Morning,Mobile,1
28,Delhi,30652,Transfer,54287,Evening,Desktop,1
20,Mumbai,48004,Payment,80623,Afternoon,Laptop,0
69,Mumbai,10436,Withdrawal,52535,Evening,Desktop,0
40,Hyderabad,47137,Payment,88304,Morning,Laptop,0
43,Mumbai,16306,Shopping,66484,Evening,Laptop,0
21,Mumbai,34931,Transfer,52962,Afternoon,Mobile,1
35,Chennai,43663,Shopping,37853,Morning,Laptop,0
23,Hyderabad,18461,Payment,74144,Night,Laptop,1
52,Hyderabad,41435,Shopping,48802,Morning,Desktop,0
39,Mumbai,9033,Shopping,77479,Evening,Mobile,0
60,Mumbai,25916,Withdrawal,22935,Night,Laptop,1
32,Mumbai,15719,Shopping,58228,Morning,Desktop,0
39,Delhi,37787,Payment,99098,Morning,Mobile,0
54,Bangalore,27043,Withdrawal,1738,Morning,Laptop,0
69,Delhi,26919,Shopping,81357,Afternoon,Desktop,0
59,Hyderabad,11841,Payment,82110,Night,Mobile,0
29,Chennai,8898,Transfer,13549,Night,Mobile,0
64,Bangalore,25243,Withdrawal,57693,Morning,Mobile,0
66,Chennai,49795,Shopping,36084,Night,Mobile,0
59,Hyderabad,32847,Shopping,67134,Evening,Laptop,0
55,Hyderabad,47434,Withdrawal,15179,Evening,Laptop,0
35,Chennai,33751,Payment,35005,Morning,Mobile,0
62,Chennai,21282,Shopping,51841,Evening,Mobile,0
52,Chennai,9515,Payment,50874,Morning,Laptop,0
47,Hyderabad,11185,Withdrawal,47498,Evening,Desktop,0
41,Mumbai,15108,Shopping,77470,Morning,Mobile,0
59,Chennai,22202,Transfer,56201,Morning,Laptop,0
47,Bangalore,18552,Transfer,45359,Night,Laptop,1
31,Hyderabad,8220,Transfer,33678,Night,Desktop,0
23,Delhi,7920,Withdrawal,28075,Morning,Laptop,0
20,Delhi,44769,Shopping,19829,Night,Mobile,0
33,Bangalore,18270,Withdrawal,57754,Night,Laptop,1
24,Mumbai,16359,Shopping,84529,Afternoon,Mobile,0
69,Chennai,22199,Transfer,87866,Evening,Laptop,0
31,Hyderabad,9749,Transfer,74162,Night,Mobile,0
26,Chennai,30355,Payment,40568,Morning,Mobile,0
32,Hyderabad,41137,Withdrawal,59451,Afternoon,Laptop,0
38,Delhi,11905,Withdrawal,88129,Afternoon,Mobile,0
52,Chennai,43247,Payment,35671,Night,Laptop,1
19,Bangalore,8844,Transfer,8762,Morning,Laptop,0
44,Mumbai,46153,Transfer,43770,Morning,Laptop,1
19,Bangalore,41341,Withdrawal,21285,Morning,Mobile,0
52,Mumbai,32405,Shopping,39969,Morning,Laptop,0
35,Chennai,25957,Transfer,69331,Morning,Desktop,0
31,Chennai,10779,Payment,81723,Evening,Mobile,0
37,Mumbai,47473,Payment,46143,Morning,Desktop,0
35,Delhi,29929,Payment,68157,Morning,Desktop,0
27,Hyderabad,11085,Withdrawal,4082,Evening,Desktop,0
42,Bangalore,28387,Withdrawal,30780,Night,Desktop,0
19,Bangalore,12491,Withdrawal,43089,Afternoon,Laptop,0
42,Bangalore,4961,Withdrawal,40500,Evening,Desktop,0
50,Chennai,34464,Payment,97708,Afternoon,Mobile,0
53,Bangalore,16963,Payment,1585,Afternoon,Desktop,0
48,Hyderabad,31599,Withdrawal,81927,Evening,Desktop,0
31,Hyderabad,27894,Withdrawal,16100,Morning,Desktop,0
18,Mumbai,43023,Payment,98494,Afternoon,Laptop,0
63,Chennai,8019,Withdrawal,60301,Morning,Desktop,0
33,Hyderabad,43202,Withdrawal,62239,Night,Desktop,0
63,Delhi,20382,Withdrawal,74681,Evening,Desktop,0
69,Chennai,47496,Withdrawal,42096,Afternoon,Mobile,0
20,Chennai,34940,Transfer,70910,Morning,Laptop,1
52,Hyderabad,42355,Withdrawal,79803,Afternoon,Laptop,0
58,Delhi,5724,Payment,52688,Night,Laptop,1
23,Mumbai,33806,Payment,27325,Night,Mobile,0
42,Hyderabad,8276,Payment,11413,Afternoon,Desktop,0
30,Delhi,33629,Payment,82251,Evening,Mobile,0
51,Chennai,13041,Withdrawal,84769,Night,Laptop,1
25,Delhi,1769,Transfer,14832,Morning,Laptop,0
38,Chennai,39996,Shopping,55395,Night,Laptop,1
51,Hyderabad,20346,Shopping,4932,Morning,Mobile,0
21,Hyderabad,44959,Shopping,88595,Afternoon,Laptop,0
42,Bangalore,40176,Shopping,27070,Morning,Desktop,0
32,Bangalore,20423,Payment,6603,Afternoon,Mobile,0
21,Bangalore,33994,Withdrawal,16400,Night,Desktop,0
62,Hyderabad,6121,Withdrawal,58915,Evening,Laptop,0
29,Mumbai,39305,Shopping,68067,Night,Laptop,1
49,Hyderabad,39907,Shopping,63213,Night,Mobile,0
49,Delhi,37003,Transfer,83669,Night,Desktop,1
45,Hyderabad,47979,Transfer,59139,Night,Mobile,1
30,Hyderabad,44832,Transfer,89228,Evening,Desktop,1
48,Chennai,8811,Payment,85976,Night,Laptop,1
31,Chennai,8004,Withdrawal,9488,Morning,Mobile,0
37,Chennai,35151,Payment,78988,Evening,Mobile,0
35,Hyderabad,21042,Payment,93405,Evening,Desktop,0
46,Mumbai,24351,Withdrawal,3477,Morning,Laptop,0
23,Delhi,25158,Transfer,55141,Afternoon,Laptop,0
49,Delhi,35345,Withdrawal,1768,Night,Desktop,0
46,Mumbai,3193,Shopping,54931,Evening,Desktop,0
60,Mumbai,25018,Transfer,17256,Night,Desktop,0
19,Delhi,7307,Withdrawal,21264,Night,Desktop,0
40,Bangalore,9494,Payment,60412,Morning,Desktop,0
36,Chennai,27074,Withdrawal,40885,Morning,Laptop,0
48,Chennai,28272,Transfer,15532,Morning,Laptop,0
68,Delhi,32383,Shopping,95514,Night,Mobile,0
22,Mumbai,47709,Payment,46202,Evening,Laptop,0
36,Bangalore,39095,Shopping,12385,Evening,Desktop,0
51,Delhi,13380,Shopping,10296,Afternoon,Laptop,0
27,Chennai,36403,Payment,33363,Night,Laptop,1
42,Hyderabad,27553,Withdrawal,81514,Afternoon,Laptop,0
19,Mumbai,43450,Withdrawal,32617,Afternoon,Mobile,0
28,Hyderabad,3013,Shopping,21253,Afternoon,Mobile,0
67,Delhi,25865,Withdrawal,20825,Afternoon,Desktop,0
48,Chennai,2440,Transfer,7521,Afternoon,Desktop,0
32,Bangalore,26279,Shopping,81221,Night,Mobile,0
26,Hyderabad,27973,Shopping,53596,Morning,Laptop,0
40,Bangalore,38157,Shopping,71904,Afternoon,Laptop,0
36,Chennai,697,Transfer,13571,Evening,Mobile,0
26,Hyderabad,29219,Shopping,65149,Night,Desktop,0
52,Bangalore,15125,Withdrawal,8541,Afternoon,Laptop,0
38,Bangalore,7245,Withdrawal,82551,Evening,Desktop,0
26,Hyderabad,35770,Withdrawal,40558,Afternoon,Laptop,0
45,Chennai,41823,Withdrawal,48763,Morning,Desktop,0
63,Bangalore,7794,Shopping,92002,Night,Laptop,1
68,Delhi,4930,Transfer,44970,Morning,Desktop,0
24,Hyderabad,24030,Payment,88326,Evening,Desktop,0
33,Mumbai,23852,Withdrawal,96738,Afternoon,Desktop,0
33,Mumbai,42702,Payment,28723,Morning,Mobile,0
50,Chennai,10589,Payment,34075,Morning,Desktop,0
21,Delhi,32792,Shopping,46299,Afternoon,Mobile,0
21,Bangalore,15868,Withdrawal,22161,Night,Mobile,0
56,Mumbai,43232,Withdrawal,82475,Evening,Desktop,0
57,Chennai,2260,Withdrawal,36932,Night,Mobile,0
34,Delhi,46136,Payment,99547,Evening,Mobile,0
54,Delhi,20233,Withdrawal,31647,Evening,Mobile,0
56,Chennai,47353,Withdrawal,29614,Morning,Laptop,0
69,Chennai,35790,Transfer,6530,Afternoon,Desktop,1
46,Bangalore,22970,Shopping,90551,Night,Mobile,0
69,Chennai,24596,Withdrawal,47929,Morning,Desktop,0
53,Bangalore,36672,Withdrawal,48243,Morning,Mobile,0
55,Bangalore,2468,Shopping,96369,Morning,Desktop,0
56,Hyderabad,48025,Shopping,66115,Night,Mobile,0
67,Delhi,40961,Payment,48077,Morning,Laptop,0
54,Delhi,36800,Payment,95084,Afternoon,Laptop,0
69,Delhi,29303,Payment,3466,Morning,Laptop,0
52,Hyderabad,11652,Shopping,4228,Morning,Mobile,0
